Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
202206853,Audrey,Maya,Hill,Female,2005-03-31,United States,United States,(406) 237-8276,audrey.hill68@gmail.com,"9666 Lake Lane, Apt 70",Atlanta,NY,71249,Carnegie Mellon University,2.32,2.49; 3.62; 2.05; 2.11; 3.78,134,0,3,"BIO202, MATH101, CYBER301",12,"Java, Cybersecurity, Docker","Time Management, Problem-solving, Teamwork",,"ML Engineer, Software Engineer, Cybersecurity Analyst","Sports, Photography",Kinesthetic,Alone,Evening,"None, NLP, Data Science"
202423853,Aurora,Nolan,Robinson,Female,2006-10-27,United States,United States,(556) 419-7322,aurora.robinson92@gmail.com,"5064 Hill Drive, Apt 105",Seattle,TX,39990,Duke University,3.26,None,137,0,4,"MATH101, CS201, EE301, CS101",14,"Pandas, TensorFlow, Docker","Leadership, Teamwork, Problem-solving, Time Management, Critical Thinking, Communication",Cybersecurity,"Data Scientist, ML Engineer, AI Researcher, Cybersecurity Analyst","Music, Sports, Gaming, Cooking, Photography, Hiking",Reading/Writing,Alone,Evening,Machine Learning
202389015,Skylar,Cooper,Thomas,Female,2006-05-27,United States,United States,(968) 469-7441,skylar.thomas39@gmail.com,6498 Park Street,Seattle,WA,83297,University of Wisconsin--Madison,3.39,3.75; 3.65; 2.93,47,66,3,"PHYS101, PHYS101, PHYS101",10,"JavaScript, Deep Learning, TensorFlow, AWS, Machine Learning, Docker","Teamwork, Communication, Time Management","Data Science, Artificial Intelligence","ML Engineer, Data Scientist","Hiking, Gaming, Music, Reading",Reading/Writing,Online,Afternoon,"Cybersecurity, Machine Learning, NLP"
202393706,Anthony,Henry,Richardson,Male,2005-05-15,United States,United States,(786) 839-1839,anthony.richardson98@gmail.com,978 Main Street,Los Angeles,CA,20900,California Institute of Technology,3.69,2.15; 2.14; 3.17,64,63,5,"PSY101, MATH101, BIO202, BIO202, MATH101",16,"PyTorch, Pandas, AWS, Git, Docker, C++, JavaScript, Machine Learning","Teamwork, Communication, Time Management","Artificial Intelligence, Data Science, NLP, Machine Learning","AI Researcher, ML Engineer, Cybersecurity Analyst, Data Scientist","Cooking, Gaming",Auditory,Alone,Afternoon,"AI, Data Science"
202287220,Austin,Ethan,Ortiz,Male,2005-06-17,United States,United States,(215) 449-3414,austin.ortiz29@gmail.com,4809 Oak Boulevard,Houston,CA,30387,Purdue University,2.62,3.53; 3.38,126,3,4,"CYBER301, PSY101, BIO202, ML502",15,"TensorFlow, PyTorch, Java, Pandas, Cybersecurity, JavaScript, C++, R, Machine Learning","Critical Thinking, Problem-solving, Time Management, Teamwork",Data Science,"Cybersecurity Analyst, AI Researcher","Photography, Cooking, Hiking, Sports, Reading, Music",Kinesthetic,Small group,Late night,"Cybersecurity, None, NLP"
202373639,Peyton,Wesley,Myers,Female,2005-10-25,United States,United States,(790) 300-3489,peyton.myers3@gmail.com,8982 Sunset Lane,Los Angeles,MA,39171,Georgia Institute of Technology,2.68,2.52; 3.21; 3.04,97,30,6,"DATA201, PHYS101, MATH101, ML502, ECON101, CS201",21,"Pandas, SQL, Git, JavaScript, Docker, C++, Java, Machine Learning","Critical Thinking, Problem-solving, Time Management, Communication",,"Data Scientist, ML Engineer","Cooking, Sports, Reading, Photography",Auditory,One-on-one,Evening,"NLP, None, Data Science, Computer Vision, AI"
202382486,Raelyn,Eliana,Sanchez,Female,2005-01-10,United States,United States,(768) 498-3627,raelyn.sanchez27@gmail.com,"8109 Hill Road, Apt 196",Los Angeles,TX,43404,University of Washington,3.52,3.36; 2.15,137,0,6,"PSY101, ML502, ML502, CYBER301, ECON101, PSY101",21,"Python, Machine Learning, Cybersecurity, AWS","Communication, Problem-solving, Leadership",,"ML Engineer, Data Scientist","Hiking, Cooking, Gaming, Music",Auditory,Small group,Morning,Data Science
202342094,Mateo,Thomas,Brooks,Male,2003-07-30,United States,United States,(267) 360-6361,mateo.brooks46@gmail.com,"7092 Maple Way, Apt 75",Chicago,TX,10349,University of California--Los Angeles,3.1,None,31,98,6,"DATA201, EE301, BIO202, ML502, PSY101, CYBER301",22,"Java, PyTorch, Pandas, Python, Machine Learning","Teamwork, Critical Thinking, Time Management, Communication, Leadership","None, Cybersecurity, Machine Learning, Computer Vision","Data Scientist, ML Engineer, AI Researcher, Software Engineer","Gaming, Music",Visual,Online,Afternoon,"Machine Learning, Cybersecurity"
202404233,Samuel,Eva,Wood,Male,2003-08-04,United States,United States,(771) 682-6006,samuel.wood2@gmail.com,146 Cedar Drive,Boston,FL,69886,New York University,2.86,3.15,126,2,4,"MATH101, AI501, AI501, EE301",14,"JavaScript, Deep Learning, Python, SQL","Communication, Critical Thinking, Teamwork, Problem-solving, Leadership",,"Cybersecurity Analyst, AI Researcher, ML Engineer, Data Scientist","Reading, Hiking",Kinesthetic,One-on-one,Evening,"AI, None, Cybersecurity, Computer Vision, Machine Learning"
202478181,Willow,Wyatt,Howard,Female,2002-11-28,United States,United States,(863) 655-5983,willow.howard31@gmail.com,"8549 Main Lane, Apt 34",Los Angeles,NY,57010,University of California--Berkeley,2.31,2.04; 3.22; 3.61; 3.23; 3.96; 2.83,64,49,5,"AI501, DS401, CYBER301, CS201, EE301",16,"Cybersecurity, SQL, Pandas, Python, Deep Learning","Problem-solving, Leadership, Communication, Critical Thinking, Teamwork, Time Management",,Software Engineer,"Sports, Gaming",Kinesthetic,One-on-one,Late night,"Data Science, None"
202369753,Cooper,Mateo,Lewis,Male,2005-12-29,United States,United States,(777) 616-8257,cooper.lewis42@gmail.com,4627 Lake Lane,New York,MA,57021,Harvard University,3.66,3.78; 3.01; 3.41; 3.19,45,82,6,"CYBER301, CS201, MATH101, DS401, CYBER301, ML502",22,"Docker, TensorFlow, Deep Learning, Java, Pandas, JavaScript","Time Management, Critical Thinking, Leadership, Teamwork, Problem-solving, Communication","Data Science, Machine Learning, None","AI Researcher, Software Engineer, Cybersecurity Analyst","Reading, Cooking, Hiking, Sports, Music",Reading/Writing,Alone,Morning,"Computer Vision, Machine Learning, None"
202132797,Hudson,Cooper,Carter,Male,2006-11-07,United States,United States,(677) 307-6379,hudson.carter90@gmail.com,9850 Sunset Street,Boston,GA,66704,University of Texas at Austin,3.46,None,48,78,4,"CS201, BIO202, DS401, PHYS101",13,"Cybersecurity, Python, Machine Learning, JavaScript, Pandas, AWS","Critical Thinking, Time Management, Communication, Teamwork, Leadership, Problem-solving","NLP, Artificial Intelligence, Computer Vision, Cybersecurity","ML Engineer, Cybersecurity Analyst","Hiking, Gaming, Reading, Cooking, Sports",Visual,Online,Afternoon,"NLP, Cybersecurity, None, Computer Vision"
202540776,Stella,Scarlett,Mendoza,Female,2003-11-01,United States,United States,(537) 841-1887,stella.mendoza60@gmail.com,"5174 Elm Street, Apt 12",Denver,TX,65842,Georgia Institute of Technology,2.53,3.54; 2.69; 3.31; 2.6; 2.9,105,23,3,"BIO202, MATH101, CS201",10,"TensorFlow, Pandas, Machine Learning, Cybersecurity, Git, R, AWS, Deep Learning, JavaScript","Critical Thinking, Problem-solving, Communication, Leadership","Artificial Intelligence, Data Science, NLP, Cybersecurity","AI Researcher, Software Engineer","Photography, Hiking, Gaming, Reading, Cooking",Visual,Online,Late night,"AI, Computer Vision, Machine Learning, Cybersecurity"
202249448,Colton,Ruby,Smith,Male,2006-09-12,United States,United States,(521) 911-6423,colton.smith16@gmail.com,8858 Cedar Boulevard,Chicago,FL,35869,University of Michigan--Ann Arbor,3.52,2.64; 2.03; 3.81; 2.82,102,12,5,"ECON101, PHYS101, DATA201, BIO202, BIO202",18,"TensorFlow, Docker, C++, SQL, Cybersecurity","Leadership, Critical Thinking, Time Management",Cybersecurity,"Cybersecurity Analyst, Software Engineer, Data Scientist, AI Researcher","Sports, Reading, Cooking, Gaming, Photography, Music",Kinesthetic,One-on-one,Evening,"AI, Machine Learning, None, NLP"
202458856,Elizabeth,Aria,Allen,Female,2003-03-08,United States,United States,(952) 614-2693,elizabeth.allen20@gmail.com,"6950 Elm Road, Apt 93",Austin,IL,24569,Harvard University,3.6,None,78,51,3,"ECON101, DATA201, ML502",11,"Deep Learning, C++, AWS, PyTorch","Critical Thinking, Teamwork, Communication, Leadership","Cybersecurity, Data Science","Data Scientist, Software Engineer, ML Engineer","Sports, Photography, Hiking, Cooking",Visual,Small group,Late night,"Computer Vision, Cybersecurity"
202444689,Olivia,Madison,Murphy,Female,2004-06-30,United States,United States,(776) 217-4010,olivia.murphy88@gmail.com,"3645 Cedar Drive, Apt 36",Denver,FL,85570,University of Michigan--Ann Arbor,3.53,None,82,41,3,"MATH101, DS401, EE301",11,"C++, Python, TensorFlow, Docker","Communication, Teamwork, Problem-solving, Time Management, Leadership","Artificial Intelligence, Data Science, NLP, None",AI Researcher,"Gaming, Reading",Visual,Small group,Afternoon,"Cybersecurity, NLP, AI"
202152376,Natalie,Maya,Stewart,Female,2002-04-15,United States,United States,(723) 438-8590,natalie.stewart57@gmail.com,6365 Pine Drive,Houston,FL,87092,California Institute of Technology,3.55,3.68; 3.48; 2.32; 3.84; 3.57; 3.22,43,67,5,"DATA201, DS401, DATA201, PHYS101, CS201",16,"SQL, C++, Docker, Python, R, Cybersecurity, AWS, PyTorch","Critical Thinking, Time Management, Problem-solving, Teamwork, Communication, Leadership","Machine Learning, None, NLP",Software Engineer,"Music, Cooking, Hiking",Visual,One-on-one,Evening,"Computer Vision, Data Science, Cybersecurity, NLP"
202455057,Jace,Brooks,Morales,Male,2001-02-23,United States,United States,(288) 345-9420,jace.morales65@gmail.com,9403 Sunset Way,Denver,MA,67666,University of California--Berkeley,2.56,2.51; 3.63; 2.69; 2.72; 2.44,134,0,6,"BIO202, CS201, ML502, BIO202, CS101, CYBER301",23,"Docker, C++, AWS, SQL, Deep Learning, Git, Machine Learning","Time Management, Leadership, Critical Thinking","NLP, None, Artificial Intelligence","AI Researcher, Software Engineer, Data Scientist, Cybersecurity Analyst","Sports, Gaming",Reading/Writing,Alone,Late night,Cybersecurity
202018880,Madeline,Serenity,Gomez,Female,2006-10-12,United States,United States,(286) 790-2402,madeline.gomez79@gmail.com,"273 Cedar Street, Apt 177",Denver,MA,71859,Carnegie Mellon University,3.95,3.68; 3.27; 2.29; 3.17,63,50,4,"AI501, PHYS101, CS201, PHYS101",15,"PyTorch, SQL, AWS, Python, Machine Learning, Docker, Pandas","Problem-solving, Teamwork, Critical Thinking","None, Artificial Intelligence, Cybersecurity","Software Engineer, Cybersecurity Analyst","Hiking, Reading, Photography, Music, Gaming",Visual,One-on-one,Afternoon,"Data Science, NLP"
202240798,Madeline,Elizabeth,Kim,Female,2006-01-30,United States,United States,(920) 899-3877,madeline.kim5@gmail.com,2584 Elm Boulevard,Seattle,NY,22004,University of Chicago,2.36,3.14; 2.0; 3.35; 2.1; 2.21; 3.11,107,3,4,"ML502, CYBER301, PSY101, PSY101",15,"Python, PyTorch, C++","Communication, Time Management, Problem-solving, Leadership, Critical Thinking, Teamwork",None,"AI Researcher, Cybersecurity Analyst, ML Engineer, Data Scientist","Photography, Gaming, Sports, Hiking",Reading/Writing,One-on-one,Afternoon,Cybersecurity
202480043,Cooper,Everett,Anderson,Male,2003-05-16,United States,United States,(508) 813-1760,cooper.anderson47@gmail.com,"7322 Elm Street, Apt 175",Los Angeles,FL,41241,Cornell University,3.08,3.97; 3.53; 3.74; 3.58; 3.59; 2.79,129,0,3,"DATA201, CS201, ML502",11,"SQL, TensorFlow, Pandas, Git, AWS, PyTorch, Java","Communication, Time Management, Teamwork, Critical Thinking, Problem-solving",None,"ML Engineer, Cybersecurity Analyst, Software Engineer","Hiking, Reading, Sports, Music",Kinesthetic,One-on-one,Evening,NLP
202524371,Nora,Santiago,King,Female,2003-09-25,United States,United States,(881) 414-1857,nora.king85@gmail.com,5299 Pine Boulevard,Los Angeles,NY,21865,Cornell University,3.48,None,110,2,5,"CS201, CYBER301, CYBER301, CYBER301, ML502",17,"Pandas, Cybersecurity, JavaScript, PyTorch, SQL, AWS","Teamwork, Leadership, Time Management","Cybersecurity, Machine Learning, None","Data Scientist, Software Engineer, ML Engineer, AI Researcher","Cooking, Gaming, Photography, Music",Visual,Small group,Morning,"Data Science, Computer Vision, Cybersecurity"
202307436,Delilah,Silas,Roberts,Female,2004-04-22,United States,United States,(485) 537-9400,delilah.roberts34@gmail.com,2959 Hill Avenue,Austin,MA,99416,Massachusetts Institute of Technology,3.11,3.76; 2.16; 2.86; 2.92; 3.0; 3.07,84,37,4,"MATH101, CYBER301, EE301, DATA201",16,"Machine Learning, SQL, Java, JavaScript, Deep Learning, Python","Time Management, Leadership, Critical Thinking","Artificial Intelligence, NLP, Cybersecurity","Data Scientist, Cybersecurity Analyst, ML Engineer, Software Engineer","Gaming, Sports, Music, Photography, Hiking, Reading",Visual,Small group,Evening,"Cybersecurity, None, Data Science, Machine Learning, NLP"
202252992,Elena,Jacob,Rodriguez,Female,2005-08-05,United States,United States,(454) 254-4492,elena.rodriguez57@gmail.com,9183 Sunset Avenue,Houston,CA,70992,Cornell University,2.35,2.67; 2.5; 2.06,95,22,3,"DATA201, PHYS101, MATH101",11,"C++, Machine Learning, PyTorch, Pandas, Docker, Java, AWS, Git","Communication, Critical Thinking, Problem-solving, Leadership","Machine Learning, Artificial Intelligence, NLP","Software Engineer, Data Scientist","Hiking, Reading, Music, Gaming, Sports, Cooking",Visual,Online,Late night,Cybersecurity
202285746,Addison,Aaliyah,Rogers,Female,2006-10-05,United States,United States,(599) 803-9617,addison.rogers98@gmail.com,"6675 Sunset Avenue, Apt 91",Seattle,MA,20473,Columbia University,3.19,None,57,73,4,"PHYS101, BIO202, DS401, CYBER301",15,"C++, AWS, Deep Learning, Cybersecurity, Machine Learning","Problem-solving, Teamwork, Communication, Time Management, Critical Thinking",Artificial Intelligence,"Data Scientist, Cybersecurity Analyst","Photography, Hiking",Auditory,Small group,Afternoon,Machine Learning
202386172,Ivy,Violet,Parker,Female,2002-06-04,United States,United States,(691) 448-6605,ivy.parker55@gmail.com,7350 Park Lane,Denver,WA,34399,Northwestern University,3.1,2.93; 2.76; 2.06; 2.49,16,110,6,"EE301, DATA201, ML502, PHYS101, MATH101, CS201",21,"JavaScript, PyTorch, C++, Docker","Critical Thinking, Teamwork, Time Management, Leadership, Communication, Problem-solving","Computer Vision, Cybersecurity","Data Scientist, Software Engineer, Cybersecurity Analyst, ML Engineer","Hiking, Photography, Gaming",Auditory,One-on-one,Late night,Cybersecurity
202553274,Luke,Mateo,Ross,Male,2002-09-17,United States,United States,(600) 551-7227,luke.ross78@gmail.com,"5524 Maple Road, Apt 75",Atlanta,FL,85870,Purdue University,3.65,3.3; 2.59; 2.21,137,0,3,"CS201, ML502, PHYS101",11,"SQL, Cybersecurity, AWS","Critical Thinking, Problem-solving, Time Management, Communication, Teamwork",Machine Learning,"ML Engineer, Software Engineer","Sports, Cooking, Hiking",Kinesthetic,One-on-one,Late night,"AI, None, Data Science, Machine Learning"
202570741,Greyson,Claire,King,Male,2004-02-17,United States,United States,(429) 453-6830,greyson.king55@gmail.com,"2715 Sunset Road, Apt 9",Denver,CA,93385,Columbia University,3.24,2.41; 2.17,27,90,4,"MATH101, CYBER301, BIO202, PSY101",14,"TensorFlow, Python, R, AWS, Java, Deep Learning, Pandas","Teamwork, Communication, Leadership",Data Science,"Data Scientist, AI Researcher, ML Engineer","Reading, Gaming, Music, Cooking, Photography",Reading/Writing,Alone,Evening,"Cybersecurity, NLP, Data Science, None"
202475142,Jade,Everly,Bennett,Female,2004-12-18,United States,United States,(884) 992-9676,jade.bennett83@gmail.com,"8204 Maple Lane, Apt 88",Seattle,CA,54905,Northwestern University,2.85,2.48; 3.26; 2.27; 3.42; 2.17,44,75,5,"PHYS101, DS401, DATA201, EE301, AI501",17,"C++, Machine Learning, Deep Learning, Java, Git, R, Pandas","Time Management, Leadership, Teamwork","None, Cybersecurity","AI Researcher, ML Engineer, Data Scientist, Software Engineer","Photography, Gaming",Visual,Small group,Late night,"None, NLP, Cybersecurity, Data Science"
202172769,James,Isla,Sanders,Male,2002-08-03,United States,United States,(562) 689-6193,james.sanders75@gmail.com,"5018 Main Avenue, Apt 187",Houston,TX,22001,University of Wisconsin--Madison,3.64,3.98; 3.76; 2.57; 3.47; 2.35,66,57,4,"BIO202, DATA201, PSY101, EE301",13,"Python, Pandas, Cybersecurity, SQL, Docker, TensorFlow, Deep Learning","Leadership, Critical Thinking, Time Management","Cybersecurity, Data Science",Software Engineer,"Cooking, Reading, Hiking, Gaming, Music, Photography",Kinesthetic,One-on-one,Late night,Machine Learning
202170667,Jameson,Peyton,Mendoza,Male,2005-11-07,United States,United States,(832) 738-1831,jameson.mendoza72@gmail.com,"2981 Park Boulevard, Apt 140",Los Angeles,TX,74693,University of Washington,2.71,2.26; 3.54; 2.3; 3.55; 3.24; 3.77,67,59,3,"DATA201, EE301, EE301",11,"PyTorch, AWS, Pandas, Java, TensorFlow, Git, Cybersecurity","Communication, Leadership, Time Management, Teamwork, Critical Thinking","None, Computer Vision, Artificial Intelligence, Machine Learning",Data Scientist,"Sports, Music, Cooking",Auditory,Alone,Late night,"Machine Learning, Data Science"
202029167,Brooklyn,Daniel,Hill,Female,2001-10-11,United States,United States,(704) 278-5195,brooklyn.hill67@gmail.com,8034 Oak Street,Atlanta,NY,91052,University of Texas at Austin,2.5,3.59; 2.96; 2.07; 3.63,22,91,4,"CS101, CS201, DATA201, ECON101",16,"Machine Learning, Git, R, Python, Docker, PyTorch","Critical Thinking, Leadership, Communication, Problem-solving, Time Management",Machine Learning,Cybersecurity Analyst,"Reading, Music, Photography",Auditory,Online,Morning,Computer Vision
202027711,Isaac,Everleigh,Ruiz,Male,2005-12-06,United States,United States,(793) 707-2076,isaac.ruiz36@gmail.com,"607 Cedar Way, Apt 147",Houston,CA,65643,University of Wisconsin--Madison,2.98,2.05; 2.69; 3.22,118,11,6,"EE301, EE301, BIO202, ECON101, ML502, CS201",20,"Python, AWS, Git, JavaScript, Pandas, C++, PyTorch, SQL","Teamwork, Problem-solving, Communication, Time Management","Cybersecurity, None, Computer Vision","ML Engineer, Data Scientist","Music, Sports, Cooking",Visual,Online,Afternoon,"NLP, Cybersecurity"
202270634,Rowan,Gael,Peterson,Male,2004-01-29,United States,United States,(911) 441-7737,rowan.peterson33@gmail.com,5933 Maple Way,Miami,NY,85511,Columbia University,3.92,2.05; 2.43; 2.62; 3.72; 3.56; 2.47,141,0,4,"PHYS101, ECON101, EE301, EE301",12,"R, AWS, SQL, Git, Pandas, Machine Learning","Critical Thinking, Problem-solving, Communication, Teamwork, Leadership, Time Management","None, Artificial Intelligence, Machine Learning",Cybersecurity Analyst,"Reading, Music, Sports",Kinesthetic,Small group,Late night,"Data Science, AI, Computer Vision, Cybersecurity"
